year,month,consumption_TWh,co2_emission_mt,country_enc,energy_source_enc,country_enc,energy_source_enc
2012,6,2379.78,1427.09,5,6,5,6
2005,1,31.73,715.64,7,3,7,3
2020,4,4600.14,1230.1,7,6,7,6
2000,10,4961.11,275.49,6,4,6,4
2005,5,4802.81,615.85,0,2,0,2
1997,12,419.08,945.73,7,6,7,6
1993,6,1332.33,1360.8,4,1,4,1
1993,5,715.68,360.06,7,6,7,6
2014,3,593.59,906.12,5,2,5,2
1992,3,3532.82,691.88,5,4,5,4
2021,3,1514.31,498.37,3,3,3,3
1992,6,976.42,444.97,0,0,0,0
2016,4,3846.44,267.35,7,5,7,5
2018,4,4073.59,751.48,1,0,1,0
2021,3,4325.4,1946.57,7,6,7,6
2008,4,3922.18,1964.42,1,0,1,0
2010,8,3113.25,1740.68,5,4,5,4
1994,3,135.42,871.34,2,5,2,5
2007,10,1535.6,122.76,2,5,2,5
2017,3,3829.69,1423.75,6,0,6,0
2011,6,1235.67,967.49,4,3,4,3
2010,1,4637.34,78.53,3,4,3,4
1995,10,4516.18,1840.93,4,2,4,2
1990,6,3283.68,319.28,4,5,4,5
1994,11,4390.3,1129.97,6,5,6,5
2001,9,2665.8,834.16,0,5,0,5
2015,3,463.28,1399.91,7,2,7,2
2023,2,4459.38,1144.48,5,4,5,4
2003,3,615.6,115.36,4,3,4,3
2015,12,4078.83,961.84,3,6,3,6
2016,3,4596.69,782.17,1,4,1,4
1998,2,2376.01,1208.63,0,4,0,4
2015,11,1636.21,637.87,5,2,5,2
2011,4,3620.5,896.67,5,4,5,4
2019,8,1296.31,1078.51,6,3,6,3
2006,7,311.67,1049.03,6,0,6,0
2015,10,58.39,1378.35,4,6,4,6
1990,9,706.51,275.71,5,6,5,6
1997,8,3165.55,283.11,0,3,0,3
2024,7,2869.43,37.39,5,3,5,3
2004,6,2944.01,592.81,7,2,7,2
2011,3,1007.55,256.2,0,5,0,5
2003,10,2891.9,154.34,0,0,0,0
2015,4,2850.25,1630.9,4,1,4,1
2017,8,4848.05,541.85,1,4,1,4
2012,12,1862.08,1543.4,2,0,2,0
2003,2,3222.28,220.73,4,2,4,2
2013,12,4115.14,837.78,5,5,5,5
1991,6,2058.68,1186.15,7,4,7,4
2015,1,1314.11,1617.92,6,2,6,2
2003,7,4145.24,393.15,3,4,3,4
1996,4,1841.29,1964.58,6,2,6,2
1992,12,4460.93,616.21,2,2,2,2
2012,1,4673.47,1978.31,7,2,7,2
2007,5,1204.69,747.4,0,4,0,4
2024,5,3854.05,1888.63,6,1,6,1
2004,6,1306.42,48.21,5,5,5,5
2014,12,1827.61,14.93,4,0,4,0
2017,8,4426.9,932.28,4,4,4,4
1999,4,1498.68,1807.82,4,1,4,1
2006,12,841.11,920.57,0,6,0,6
2011,7,1091.4,709.4,2,0,2,0
2015,11,2739.65,1488.3,0,4,0,4
2014,4,2845.16,58.45,4,6,4,6
2006,2,4792.77,591.78,7,0,7,0
2002,8,663.94,281.23,1,1,1,1
2009,5,4855.4,1777.51,4,6,4,6
2014,10,4724.79,1478.95,6,2,6,2
1993,4,2770.89,1553.45,7,5,7,5
1999,12,1947.24,385.03,5,3,5,3
1992,2,1164.85,1657.53,7,0,7,0
2007,7,4074.95,1180.09,3,4,3,4
2011,5,4355.63,1722.7,4,3,4,3
2023,9,4761.36,696.1,6,0,6,0
1997,7,4546.66,599.73,2,0,2,0
2008,9,4365.3,1321.18,1,3,1,3
1995,12,4157.16,1713.69,1,2,1,2
2015,10,3551.73,633.02,5,4,5,4
2023,10,1236.44,1239.36,6,4,6,4
1995,5,1076.2,818.65,7,6,7,6
2022,11,616.81,450.62,6,2,6,2
2011,6,822.79,321.28,3,1,3,1
2010,8,2354.51,575.72,7,0,7,0
1995,10,1792.39,311.5,5,1,5,1
1995,6,3504.84,1761.86,3,5,3,5
1993,11,916.69,1233.31,1,3,1,3
2019,4,2694.9,1403.19,5,4,5,4
2000,2,3659.83,1978.15,0,3,0,3
2019,6,1475.15,1744.77,2,0,2,0
2020,12,2651.03,1533.65,2,4,2,4
2013,9,339.59,1886.5,4,6,4,6
1998,8,4811.61,1728.26,3,3,3,3
1992,3,1077.02,825.21,6,4,6,4
2020,5,4240.89,1708.96,4,4,4,4
2013,6,2844.65,1290.24,1,6,1,6
2020,7,527.31,1117.73,6,4,6,4
1995,2,2343.99,972.46,3,1,3,1
1991,6,2324.95,1724.7,6,5,6,5
2009,2,2312.79,1556.72,4,3,4,3
2017,8,2921.72,1032.11,6,2,6,2
2000,7,4004.15,409.11,3,4,3,4
1993,2,2742.66,459.59,0,0,0,0
2004,4,3488.92,1182.5,7,5,7,5
1995,7,928.77,1481.82,2,1,2,1
2019,9,2684.22,412.01,0,1,0,1
1991,3,494.85,1627.85,5,5,5,5
2004,10,4301.41,1391.4,1,2,1,2
2000,10,3679.68,181.09,1,6,1,6
1997,8,1913.41,608.72,4,2,4,2
2015,9,885.19,1530.17,6,1,6,1
1994,8,3462.88,1504.87,0,1,0,1
1995,4,2665.53,1232.33,2,3,2,3
2015,4,3099.84,37.47,6,1,6,1
1993,11,3464.72,641.7,3,1,3,1
2008,7,4889.27,1542.78,0,4,0,4
2009,4,4606.41,1051.28,1,2,1,2
2022,11,1938.44,155.14,1,3,1,3
2009,10,1363.02,658.42,4,1,4,1
2001,10,802.91,1166.82,0,3,0,3
1990,7,342.72,1856.85,0,2,0,2
2015,9,4182.74,517.18,1,1,1,1
2003,12,4536.43,1306.9,3,4,3,4
2000,9,4286.17,1726.02,3,5,3,5
2002,9,1854.06,52.57,2,1,2,1
1992,10,3601.98,711.63,5,2,5,2
2022,12,720.75,1914.48,5,3,5,3
1995,10,3618.96,1913.66,1,4,1,4
1999,6,1789.41,1335.67,0,0,0,0
1994,1,1631.94,1280.0,4,6,4,6
2012,12,4050.27,413.21,3,0,3,0
1999,8,3544.68,693.71,5,2,5,2
1991,6,3506.64,919.62,0,2,0,2
2002,7,3356.49,1956.5,2,4,2,4
1991,2,2738.26,531.71,4,5,4,5
2009,3,853.28,252.86,6,3,6,3
1990,6,1293.46,389.7,1,1,1,1
1998,3,2868.6,1223.38,0,0,0,0
2006,5,3911.03,988.65,6,0,6,0
1998,4,3201.19,1104.72,6,2,6,2
2000,5,1976.67,767.95,2,2,2,2
2004,8,3112.53,1712.65,1,3,1,3
2013,4,1635.76,126.93,6,6,6,6
2024,9,2961.47,1791.73,1,6,1,6
2019,3,3873.08,1676.44,5,4,5,4
2020,12,789.82,801.26,2,5,2,5
1994,7,346.9,673.55,4,0,4,0
2003,7,2011.12,398.5,6,3,6,3
2000,1,3753.43,987.24,6,4,6,4
1998,3,589.66,390.61,2,0,2,0
2023,10,4974.88,1453.35,0,1,0,1
2001,1,3921.16,1585.5,3,3,3,3
2024,8,3559.34,460.18,6,0,6,0
2024,10,1983.04,1067.44,0,4,0,4
1990,5,4086.0,226.37,7,0,7,0
2011,4,1777.6,1714.54,5,1,5,1
2018,3,2320.75,201.77,6,2,6,2
1997,7,363.13,1027.91,0,2,0,2
2000,8,4888.25,1499.54,6,5,6,5
2003,8,3086.03,833.99,3,3,3,3
2019,1,1205.1,214.81,7,4,7,4
2024,7,3130.09,522.38,4,1,4,1
2010,5,3876.85,574.61,1,4,1,4
1994,2,3835.89,1294.36,6,6,6,6
2008,8,5.96,1178.01,4,3,4,3
2003,2,3802.33,638.16,5,1,5,1
2015,6,2618.23,810.99,0,0,0,0
1993,12,4090.67,896.69,2,6,2,6
2014,5,992.97,1094.26,4,2,4,2
2014,6,1386.84,669.98,1,6,1,6
2007,11,264.35,1696.02,1,0,1,0
1997,10,1600.36,1006.23,4,6,4,6
2003,8,2038.65,1271.71,2,5,2,5
2021,9,933.4,1890.72,7,0,7,0
2022,3,3397.35,1967.93,3,4,3,4
2012,3,4525.6,1327.63,4,5,4,5
2004,7,209.06,514.11,5,4,5,4
2022,3,1648.36,1253.14,5,5,5,5
2014,11,794.44,1988.31,1,3,1,3
2006,10,409.38,1350.31,3,6,3,6
2022,12,1109.23,164.61,1,0,1,0
1991,5,2594.83,85.69,2,0,2,0
2003,10,2904.94,691.97,4,0,4,0
1995,4,497.7,1545.52,0,5,0,5
1995,11,4556.08,1340.77,3,2,3,2
1992,9,1073.32,700.29,0,1,0,1
1996,11,3782.16,994.8,1,2,1,2
1997,12,3320.43,1554.74,1,0,1,0
2004,8,3963.23,1056.5,5,3,5,3
2018,12,2257.24,129.16,7,1,7,1
2022,9,3477.5,1906.33,2,5,2,5
2019,6,4426.61,1233.81,1,1,1,1
2016,2,651.01,1417.44,2,0,2,0
2018,8,3104.67,677.22,6,3,6,3
2022,1,2569.33,869.67,4,2,4,2
2016,11,2246.36,37.8,6,4,6,4
2022,5,4582.28,517.89,4,2,4,2
1993,2,4985.62,935.17,7,1,7,1
2011,7,1971.18,510.19,4,3,4,3
1991,5,2357.5,334.12,7,0,7,0
1999,10,2994.05,1035.8,5,2,5,2
1994,3,2716.64,37.58,5,1,5,1
1999,7,2960.55,1701.98,3,4,3,4
2022,12,346.26,281.91,2,0,2,0
2002,3,3151.56,1573.58,6,6,6,6
2020,6,3227.46,734.96,5,0,5,0
2013,4,4340.83,501.92,2,4,2,4
2004,12,2610.38,1767.01,6,6,6,6
2018,10,1359.35,660.13,7,2,7,2
1997,2,2515.34,1788.22,6,5,6,5
1994,9,2526.82,1965.78,6,1,6,1
2018,6,3226.8,1407.88,0,2,0,2
1993,5,2501.13,616.54,2,4,2,4
2001,5,1991.5,1579.61,7,3,7,3
1991,8,4298.08,783.65,7,5,7,5
2016,5,4857.73,1699.52,1,3,1,3
2020,8,2702.09,1967.03,6,4,6,4
2015,8,3134.22,209.76,6,5,6,5
2016,1,3171.75,100.66,3,0,3,0
1994,4,2608.33,1915.55,6,1,6,1
2009,9,523.64,1173.63,7,1,7,1
2000,2,262.59,1371.12,4,0,4,0
1999,11,4292.33,1250.53,2,5,2,5
1995,4,1166.79,1005.67,2,5,2,5
1997,4,3228.5,1076.36,1,3,1,3
2012,1,3139.97,991.78,7,0,7,0
2015,10,2850.14,368.1,4,3,4,3
2001,10,662.59,1971.06,2,2,2,2
2015,7,307.73,1700.46,5,4,5,4
2002,12,1094.01,779.59,5,6,5,6
2007,1,3031.04,1911.14,6,3,6,3
2014,5,2738.97,785.01,7,0,7,0
2022,8,3618.65,1440.13,6,4,6,4
2001,4,1984.94,725.24,2,3,2,3
1993,5,3900.03,1988.63,3,0,3,0
1994,11,2765.96,1661.48,3,2,3,2
1997,10,389.88,1289.3,1,5,1,5
2017,12,507.09,1896.94,4,0,4,0
2020,3,1356.73,930.82,7,2,7,2
1998,5,1911.62,1600.79,2,4,2,4
2018,12,4829.7,1047.0,1,6,1,6
2003,3,4540.68,1877.61,2,2,2,2
2011,4,2858.29,595.92,6,3,6,3
2000,11,1005.02,837.63,7,2,7,2
2012,3,4905.62,711.15,7,0,7,0
1990,5,2692.2,856.84,6,3,6,3
2010,2,2950.74,1226.34,1,2,1,2
2015,9,2480.06,539.83,1,0,1,0
2012,3,2625.23,559.06,3,6,3,6
1990,10,3614.1,395.66,7,4,7,4
2004,1,905.8,570.8,1,5,1,5
2010,5,2487.0,137.29,0,1,0,1
1998,4,755.09,1335.5,7,5,7,5
1998,2,932.15,568.24,3,6,3,6
1999,12,2279.88,1483.52,4,6,4,6
2015,12,1135.86,1311.8,4,5,4,5
2024,8,4773.31,383.62,2,0,2,0
2014,9,643.36,1854.58,3,3,3,3
2015,6,4913.39,678.01,5,5,5,5
2000,8,4711.87,72.16,7,5,7,5
1991,2,4084.53,1560.33,2,6,2,6
1996,11,2877.46,916.64,1,4,1,4
2007,6,2361.38,207.12,1,6,1,6
2016,1,3642.3,945.05,5,4,5,4
2023,10,563.29,1768.67,0,6,0,6
2016,3,2802.91,368.35,5,6,5,6
2006,7,4488.02,1160.4,6,4,6,4
2013,12,3011.26,1354.44,5,6,5,6
2014,1,1580.37,42.93,1,2,1,2
1996,6,2002.66,1748.18,7,4,7,4
1995,7,3547.78,471.22,7,5,7,5
2013,3,259.53,1494.11,2,4,2,4
2022,11,3144.13,1484.65,3,1,3,1
2018,8,1610.06,70.86,6,2,6,2
2011,8,1993.14,1762.97,1,0,1,0
2015,5,1408.95,1253.97,2,0,2,0
2017,11,4454.92,370.7,7,3,7,3
2010,2,4101.08,1358.83,7,4,7,4
1996,2,4259.14,423.45,4,6,4,6
2006,5,2058.9,590.2,0,3,0,3
2009,4,646.29,290.7,7,0,7,0
2009,12,3261.34,697.4,2,4,2,4
2011,4,3354.24,1225.8,5,4,5,4
2017,5,2089.88,1174.18,6,0,6,0
1996,1,355.29,1947.76,1,4,1,4
1990,7,1113.45,716.71,4,2,4,2
2021,3,85.31,315.65,0,6,0,6
2002,10,3580.01,444.87,7,4,7,4
2019,10,4443.65,479.7,0,4,0,4
2012,8,4409.61,492.46,6,3,6,3
2008,9,1212.17,321.58,3,6,3,6
2021,8,1038.98,643.43,1,6,1,6
2019,11,2319.15,797.51,2,1,2,1
2018,12,1028.5,1990.57,3,0,3,0
2018,2,638.98,842.72,6,6,6,6
2019,7,870.37,1498.52,3,0,3,0
2005,12,2113.86,1828.53,5,5,5,5
2008,4,2277.03,1099.33,1,0,1,0
2007,5,3317.62,1605.87,6,6,6,6
1990,11,4824.87,159.27,7,3,7,3
2003,10,4557.04,331.19,3,6,3,6
1991,5,1788.69,1395.57,4,6,4,6
2017,11,890.18,28.42,3,5,3,5
2019,9,4816.72,320.55,6,4,6,4
1993,12,3295.32,808.07,4,1,4,1
1990,2,2961.4,1449.28,2,3,2,3
1997,2,2637.4,394.14,2,1,2,1
2018,3,1707.37,755.53,2,2,2,2
1992,5,2972.02,586.7,6,5,6,5
2021,12,2140.8,1402.37,6,5,6,5
1999,4,2604.06,224.07,4,6,4,6
1999,10,2595.38,606.08,2,2,2,2
2008,10,106.6,1306.56,6,3,6,3
2023,12,1695.66,566.43,4,3,4,3
2022,9,793.06,579.11,7,1,7,1
2012,3,4391.25,1933.42,6,3,6,3
2017,1,2855.83,525.29,7,4,7,4
2021,5,2119.71,1104.78,1,6,1,6
1996,8,3290.38,747.27,3,3,3,3
2018,1,1002.28,288.75,0,3,0,3
1997,1,1445.67,601.18,7,5,7,5
1990,6,1336.75,666.39,3,4,3,4
1992,7,3017.86,763.52,4,0,4,0
2013,8,2542.08,648.27,1,0,1,0
2012,8,2613.66,1512.01,4,2,4,2
1997,3,4834.52,553.24,0,3,0,3
1992,4,850.53,598.51,6,6,6,6
2022,9,1103.15,853.2,5,2,5,2
2017,11,2887.79,499.02,0,6,0,6
1997,5,2553.21,1104.31,3,3,3,3
2023,11,2268.06,1515.56,0,4,0,4
2024,9,2226.82,285.26,5,1,5,1
2021,12,3114.12,1305.86,4,3,4,3
2013,5,3943.67,146.29,2,2,2,2
2003,5,1901.6,1923.38,3,2,3,2
2021,9,2522.78,861.35,0,3,0,3
2005,6,3664.08,992.08,6,6,6,6
1993,3,2135.66,884.08,5,2,5,2
2010,12,1157.38,1965.99,6,2,6,2
2003,5,848.49,1372.18,5,4,5,4
2020,1,351.35,502.96,3,2,3,2
2007,9,3505.09,761.34,1,0,1,0
1996,10,1373.14,150.08,3,0,3,0
1999,10,2675.57,1625.28,3,6,3,6
1996,11,3216.2,184.56,4,1,4,1
2022,7,3598.52,1717.75,3,0,3,0
2012,1,207.62,937.69,0,0,0,0
2010,11,1371.04,1121.06,0,4,0,4
2008,11,1413.23,1534.06,2,3,2,3
2008,4,2320.41,346.62,1,4,1,4
2018,2,2394.15,40.69,1,2,1,2
2007,3,1144.33,518.24,5,0,5,0
1991,4,886.81,654.57,3,2,3,2
1990,12,4185.95,1799.16,7,5,7,5
1994,2,2492.73,1794.44,5,6,5,6
2009,10,746.06,363.36,2,6,2,6
2000,1,2339.96,1668.19,5,5,5,5
1991,11,4071.9,456.54,3,5,3,5
1992,4,1606.23,211.33,4,3,4,3
2012,9,895.4,1618.47,0,3,0,3
2001,11,3811.65,1860.33,7,1,7,1
2009,11,142.03,917.38,6,1,6,1
1994,9,2850.77,1171.14,6,4,6,4
2019,12,3559.77,1458.97,7,0,7,0
1998,9,2307.46,1814.63,5,5,5,5
2023,3,133.61,1388.16,2,2,2,2
2024,1,4190.7,1158.24,0,6,0,6
2011,1,3522.77,1440.46,3,1,3,1
2013,3,194.32,1622.88,0,3,0,3
2006,10,2221.46,1710.3,2,3,2,3
1999,8,1619.92,808.69,6,1,6,1
2019,4,4722.56,1328.97,4,3,4,3
2012,11,2348.37,623.12,6,0,6,0
2021,8,614.17,616.62,4,0,4,0
2006,7,8.95,1751.36,7,4,7,4
2006,8,2723.78,297.88,4,0,4,0
2003,2,1409.06,1136.62,1,1,1,1
1998,8,1554.33,255.84,1,1,1,1
1991,9,4215.72,802.06,1,0,1,0
2014,10,1382.79,1902.34,1,1,1,1
1998,11,2707.45,1380.55,7,4,7,4
2011,6,2451.2,387.51,2,4,2,4
1993,3,1569.26,715.72,4,3,4,3
2015,7,2939.04,481.43,0,4,0,4
2018,9,3230.82,824.05,0,2,0,2
2023,8,1344.19,506.14,5,0,5,0
2012,8,1162.55,1879.54,3,6,3,6
2000,11,1518.71,860.61,1,6,1,6
1995,7,1472.05,1706.48,0,5,0,5
2007,5,1200.66,1586.07,1,1,1,1
2010,2,4864.17,743.36,2,1,2,1
2023,5,1777.34,454.69,6,4,6,4
2006,5,33.93,822.46,1,4,1,4
2014,2,3420.82,276.3,0,4,0,4
2001,11,1181.42,324.38,3,1,3,1
2012,10,2016.31,1931.56,3,2,3,2
2011,1,3557.49,537.96,5,1,5,1
2010,5,2407.7,476.45,2,4,2,4
2016,6,3568.68,1864.74,6,2,6,2
2020,7,4683.23,1244.79,0,4,0,4
1995,11,225.66,1125.75,0,2,0,2
2016,2,442.87,971.97,5,5,5,5
2023,6,1881.22,1667.51,7,5,7,5
2001,12,683.01,873.39,5,4,5,4
1996,8,2941.67,748.17,2,2,2,2
1999,6,4845.04,1942.55,7,0,7,0
2006,3,3571.33,373.19,4,2,4,2
2015,3,3589.19,1077.6,5,6,5,6
2010,11,1356.03,1438.19,2,6,2,6
2017,7,2937.95,360.01,5,5,5,5
1991,2,3133.49,1691.82,3,4,3,4
1990,3,4517.1,1279.92,0,3,0,3
2015,7,3413.64,1868.81,3,4,3,4
2018,9,3467.96,419.62,5,6,5,6
2010,1,579.61,1282.7,1,6,1,6
2000,5,3354.31,1455.28,1,3,1,3
2000,2,4381.21,1579.02,2,6,2,6
2024,12,1373.78,248.66,0,1,0,1
2023,5,281.3,1154.77,1,2,1,2
2013,6,1543.39,1776.98,0,2,0,2
2011,8,1444.05,1775.51,0,4,0,4
1994,7,529.61,845.18,5,6,5,6
2022,5,1890.41,894.55,5,1,5,1
2009,11,4129.72,1455.27,2,5,2,5
2008,5,4447.58,1723.24,4,4,4,4
2024,2,4157.77,1874.38,3,0,3,0
2006,6,4712.65,494.05,1,0,1,0
2023,3,4641.85,341.9,5,5,5,5
1998,6,915.22,1388.21,1,3,1,3
2015,3,219.88,1594.05,3,5,3,5
1991,2,773.82,180.99,1,2,1,2
1998,8,2239.3,504.01,2,3,2,3
1998,4,4255.38,1173.78,6,5,6,5
2006,5,2590.75,560.92,6,5,6,5
1990,9,4499.52,1871.35,2,3,2,3
2014,4,344.57,939.32,7,2,7,2
2014,1,4675.76,1428.97,2,0,2,0
2024,11,4413.09,933.57,3,3,3,3
1992,6,3389.13,498.5,6,2,6,2
2019,11,1057.13,649.41,3,5,3,5
2023,11,4696.22,1150.03,0,0,0,0
2001,5,1092.3,622.77,4,2,4,2
2008,10,4724.72,152.24,3,2,3,2
2006,3,4676.68,231.79,7,4,7,4
1999,11,4055.31,193.05,7,0,7,0
2001,11,4439.25,1221.8,4,3,4,3
2005,5,2717.49,272.36,3,5,3,5
2013,8,3564.47,151.85,5,2,5,2
2008,1,113.46,47.74,3,4,3,4
1997,4,96.55,1402.5,6,1,6,1
2020,3,4669.62,1459.58,6,6,6,6
2010,4,1388.17,626.58,7,5,7,5
2006,2,4106.03,211.08,3,1,3,1
2012,2,2008.19,1714.52,1,4,1,4
2005,2,4074.65,261.26,6,0,6,0
1995,3,639.65,490.23,3,1,3,1
1997,12,855.4,1249.56,4,3,4,3
2014,9,3245.24,1071.68,0,6,0,6
2007,5,5.4,663.98,6,6,6,6
2014,4,1779.75,627.61,7,4,7,4
2001,4,420.03,1451.79,7,2,7,2
2004,3,1313.38,1012.79,7,4,7,4
2015,9,4157.53,11.48,7,3,7,3
2015,11,4655.47,511.77,3,4,3,4
2021,10,2172.45,789.16,0,3,0,3
1999,1,4104.77,1011.64,5,3,5,3
2005,6,82.74,1096.32,3,4,3,4
1996,4,3860.89,528.6,6,6,6,6
2006,8,4839.36,789.92,0,4,0,4
2012,7,3396.88,420.24,0,4,0,4
2015,3,3785.78,1388.26,1,2,1,2
2010,5,4080.19,316.58,7,2,7,2
2011,11,1818.33,1571.24,1,5,1,5
1996,11,507.69,80.23,7,3,7,3
2003,4,2152.1,1195.2,6,1,6,1
2004,4,190.98,1062.94,4,6,4,6
1996,10,3391.73,1789.57,0,4,0,4
1998,8,4331.71,1909.02,7,5,7,5
1997,9,4360.61,1923.31,4,1,4,1
2012,11,4272.58,776.98,5,0,5,0
2018,4,1814.92,555.86,0,0,0,0
2007,12,3046.11,1676.5,7,4,7,4
2020,2,1932.46,1019.59,2,0,2,0
2019,1,111.18,1191.31,1,1,1,1
2024,10,1749.52,1334.65,5,0,5,0
2007,4,4603.36,1242.43,2,4,2,4
2006,8,2492.03,926.34,0,3,0,3
2003,5,3503.19,1812.71,7,2,7,2
2020,2,4072.75,996.83,2,2,2,2
2013,11,354.73,1116.15,2,2,2,2
2024,4,1805.66,1232.57,1,3,1,3
2023,4,4906.58,1046.87,4,6,4,6
1992,10,111.49,1520.15,3,0,3,0
2015,5,4941.57,1031.13,5,2,5,2
2012,2,3936.92,1198.3,2,1,2,1
2004,7,566.18,1168.67,4,0,4,0
1993,5,2655.87,1860.01,3,3,3,3
2018,4,4704.82,1820.18,6,5,6,5
2011,8,3963.23,1729.8,6,2,6,2
2014,2,3915.94,1150.22,6,0,6,0
2002,1,3684.42,1227.63,5,3,5,3
2007,6,212.2,110.71,6,4,6,4
2022,10,3006.32,1641.56,7,5,7,5
2005,10,1525.75,1161.02,5,2,5,2
1991,8,972.2,1071.81,4,6,4,6
2024,7,1882.85,1619.19,1,4,1,4
2023,9,3940.38,1535.0,7,4,7,4
2019,1,638.33,1677.33,5,2,5,2
2002,3,1605.27,1798.43,5,1,5,1
2002,9,1771.61,1851.33,7,4,7,4
2007,5,633.32,53.16,2,3,2,3
2021,6,686.31,561.64,6,1,6,1
2021,11,1085.01,24.25,5,4,5,4
2024,7,3151.88,378.63,7,4,7,4
2018,3,2114.07,220.59,2,2,2,2
2018,7,4992.02,1969.02,0,2,0,2
2005,3,794.09,377.79,1,6,1,6
1999,6,365.95,1337.08,4,0,4,0
2019,8,4828.37,800.53,6,5,6,5
2014,7,3419.59,569.75,6,2,6,2
2009,5,790.25,840.17,0,2,0,2
1994,12,3982.82,753.64,1,6,1,6
1990,6,1991.5,999.85,7,6,7,6
2019,4,3604.2,524.39,2,0,2,0
1992,2,1952.64,135.66,1,1,1,1
2003,7,3234.23,843.59,3,5,3,5
2019,4,3489.01,197.64,4,6,4,6
1993,6,228.12,556.84,0,5,0,5
2007,10,952.93,1224.5,4,0,4,0
2014,12,2930.91,1316.76,1,2,1,2
1990,2,230.67,1533.87,2,1,2,1
2004,2,1417.19,1943.23,5,5,5,5
1998,6,4378.96,765.92,5,0,5,0
2004,8,3867.28,574.07,4,0,4,0
2013,1,3927.26,149.13,4,5,4,5
1993,10,161.86,216.14,5,0,5,0
2001,7,2256.09,1236.49,7,2,7,2
1995,6,4246.93,1576.1,6,4,6,4
2013,5,1242.97,1437.97,2,0,2,0
2000,10,4638.11,361.76,6,1,6,1
2002,12,109.39,1594.02,6,2,6,2
2023,8,3845.97,1945.79,1,1,1,1
2014,1,125.48,1323.83,1,4,1,4
1996,5,1757.08,1997.15,6,5,6,5
1993,12,4969.41,827.92,0,5,0,5
1997,6,2920.12,1356.44,2,1,2,1
2009,4,4263.16,94.03,0,0,0,0
2018,10,1819.34,238.49,3,5,3,5
1999,11,4604.19,1221.04,3,1,3,1
2023,12,1970.6,371.78,7,1,7,1
2015,10,1531.85,890.8,1,6,1,6
1992,2,4079.65,1359.35,6,2,6,2
1995,8,3541.7,1812.74,3,5,3,5
1994,5,4755.68,1832.99,6,1,6,1
1994,10,1915.77,498.82,4,3,4,3
2012,6,4954.32,197.31,3,3,3,3
1998,9,983.62,1550.55,6,2,6,2
2024,2,2940.19,1651.36,1,3,1,3
2009,5,1911.6,1157.18,0,6,0,6
2024,12,652.07,228.81,1,2,1,2
2007,1,552.04,240.42,4,6,4,6
2006,3,1621.2,1478.99,4,1,4,1
2013,6,1518.04,953.09,7,6,7,6
1992,8,1615.96,1878.8,6,5,6,5
2021,12,4214.89,1025.16,2,2,2,2
2024,5,2173.93,1034.06,3,3,3,3
2002,12,1882.84,1355.1,0,0,0,0
2014,4,3620.32,1149.59,3,0,3,0
1998,5,1987.0,590.78,2,3,2,3
1993,4,4016.7,266.8,5,0,5,0
2003,2,3720.3,1680.93,5,2,5,2
2023,1,2477.53,191.66,3,3,3,3
2000,8,4818.8,1758.08,7,4,7,4
1992,1,4536.15,5.83,6,1,6,1
2017,2,420.13,578.85,4,4,4,4
2018,5,2275.87,646.84,7,6,7,6
1998,8,97.16,106.82,4,2,4,2
1992,10,3132.88,1069.33,2,3,2,3
2014,3,872.21,171.03,7,6,7,6
2023,11,381.09,386.17,7,6,7,6
2001,11,2717.37,1226.85,3,6,3,6
1998,9,679.26,1254.92,0,1,0,1
2004,6,4765.37,862.95,7,6,7,6
2014,11,4187.68,931.37,3,4,3,4
1994,3,4367.45,1829.44,0,2,0,2
2000,10,2805.67,256.83,5,5,5,5
2023,7,3815.17,999.53,3,2,3,2
2013,12,4349.12,393.59,0,6,0,6
2004,7,1378.07,134.49,3,0,3,0
1997,7,176.8,1678.62,1,6,1,6
1994,4,1829.95,1918.04,0,1,0,1
2015,6,1308.07,937.51,5,1,5,1
2007,3,4339.75,608.82,0,4,0,4
1995,4,928.77,194.39,2,1,2,1
2002,3,1944.48,421.59,2,4,2,4
2017,3,4407.74,228.45,3,3,3,3
1994,1,4550.68,647.6,5,3,5,3
2002,5,514.36,1110.81,6,3,6,3
2006,12,4331.17,1216.95,2,4,2,4
2021,3,731.0,1480.14,6,6,6,6
2018,12,2921.68,654.57,7,5,7,5
1992,1,4483.04,1362.27,4,5,4,5
2023,9,943.41,168.32,2,4,2,4
2016,11,3029.58,292.34,6,3,6,3
2002,12,4158.42,563.52,5,3,5,3
2022,4,3853.15,200.96,2,6,2,6
1995,12,1145.05,1023.25,0,1,0,1
2013,9,4096.65,1011.02,4,1,4,1
2008,2,2810.69,155.23,3,4,3,4
2005,2,85.46,369.89,4,0,4,0
2017,4,2043.85,1764.65,3,5,3,5
2022,4,423.91,1893.61,0,0,0,0
2002,5,2872.09,920.05,1,1,1,1
2014,11,4069.55,590.98,5,6,5,6
2016,1,831.26,1002.33,7,2,7,2
1996,5,419.25,462.27,2,0,2,0
1994,12,3625.5,505.74,4,4,4,4
2020,10,2421.24,292.21,4,6,4,6
2012,2,3899.44,1784.58,5,2,5,2
1999,5,1615.17,1102.45,2,4,2,4
2021,10,4889.36,920.23,4,1,4,1
2019,10,800.02,406.94,7,5,7,5
2020,6,2722.51,1992.69,1,4,1,4
2007,3,219.31,504.74,7,0,7,0
1991,4,1192.59,992.65,2,3,2,3
2003,5,3820.43,1171.81,6,4,6,4
2002,6,4522.75,1582.01,2,0,2,0
