year,month,country,cpi,inflation_rate
2020,8,India,269.28,8.48
2015,8,India,174.19,10.04
2016,1,Japan,70.51,-1.58
1994,4,India,187.59,10.3
2009,9,USA,298.59,8.3
2000,2,Germany,215.09,8.23
1999,11,Canada,248.54,-1.33
1995,4,Canada,150.89,-1.36
1997,4,UK,68.61,-0.29
2012,1,USA,284.95,11.11
2015,10,Germany,132.42,5.48
2001,10,Canada,87.82,-0.01
2015,7,Vietnam,88.84,-1.94
2002,12,Vietnam,84.03,1.58
2007,1,India,157.4,10.89
2014,5,USA,265.01,8.8
2022,8,India,86.81,4.57
2001,4,Canada,238.84,5.57
1993,5,Japan,68.12,7.48
1994,11,Japan,80.12,3.34
1997,10,UK,79.06,2.61
2017,12,Germany,179.1,5.01
2020,3,USA,269.91,-0.38
1998,5,Canada,236.04,-1.13
2018,12,UK,265.99,2.53
2003,3,Canada,266.03,5.65
2011,4,India,78.57,4.17
2000,11,USA,187.78,9.36
2012,3,USA,247.23,5.17
1990,5,India,287.4,8.36
2010,2,UK,221.03,5.25
2015,9,UK,264.13,7.28
2012,3,Japan,142.95,7.88
1990,10,USA,226.48,-1.5
2004,1,UK,142.6,6.13
2010,5,France,98.7,-1.37
1998,4,USA,66.31,-0.46
1998,2,Japan,271.13,4.86
1999,12,Germany,66.13,6.91
2015,12,Germany,299.93,11.32
2024,8,Canada,177.68,8.6
2014,9,Japan,175.96,7.47
2015,6,Vietnam,68.37,10.5
2000,8,USA,68.65,10.24
1991,2,Canada,229.53,6.64
1996,11,UK,160.71,-0.1
2007,6,UK,94.4,7.0
2016,1,Vietnam,100.63,5.82
2023,10,France,107.93,2.49
2016,3,Vietnam,252.6,-1.67
2006,7,India,202.91,5.34
2013,12,Vietnam,68.06,4.09
2014,1,UK,222.66,-1.84
1996,6,USA,179.95,5.04
1995,7,USA,194.94,2.59
2013,3,Canada,125.55,0.22
2022,11,Japan,54.46,-1.56
2018,8,India,177.18,3.24
2011,8,UK,198.78,-0.37
2015,5,Canada,211.31,9.36
2017,11,USA,160.54,9.03
2010,2,USA,190.18,5.35
1996,2,Germany,185.99,2.35
2006,5,France,142.4,1.81
2009,4,USA,251.98,-0.84
2009,12,Canada,158.3,2.84
2011,4,Vietnam,109.32,10.99
2017,5,India,52.24,11.83
1996,1,UK,121.81,-1.14
1990,7,Germany,75.86,0.59
2021,3,France,175.29,4.13
2002,10,USA,145.36,9.39
2019,10,France,112.76,5.02
2012,8,India,82.31,-1.51
2008,9,Japan,251.42,5.22
2021,8,UK,296.2,5.91
2019,11,Canada,265.37,5.41
2018,12,Japan,246.7,10.44
2018,2,India,182.8,3.71
2019,7,Japan,258.89,-0.45
2005,12,Vietnam,183.53,5.05
2008,4,UK,130.51,1.14
2007,5,India,106.54,-1.55
1990,11,USA,103.98,7.42
2003,10,Japan,164.04,4.55
1991,5,Germany,209.59,1.51
2017,11,Japan,88.01,-1.35
2019,9,India,53.04,4.35
1993,12,Germany,55.7,0.23
1990,2,Canada,127.07,5.49
1997,2,Canada,230.18,11.49
2018,3,Canada,50.95,6.79
1992,5,India,166.83,2.71
2021,12,India,124.35,1.16
1999,4,Germany,278.49,2.79
1999,10,Canada,289.68,6.91
2008,10,India,149.68,-0.83
2023,12,Germany,294.32,0.17
2022,9,USA,292.76,4.68
2012,3,India,194.02,11.4
2017,1,USA,146.36,11.18
2021,5,UK,76.4,-1.96
1996,8,Japan,188.4,5.86
2018,1,France,258.72,1.87
1997,1,USA,148.97,-1.41
1990,6,Japan,176.33,7.87
1992,7,Germany,149.59,7.69
2013,8,UK,225.9,4.83
2012,8,Germany,187.71,5.98
1997,3,France,178.5,1.26
1992,4,India,104.43,5.57
2022,9,Vietnam,198.27,-1.79
2017,11,France,173.68,7.33
1997,5,Japan,225.54,-1.73
2023,11,France,208.07,3.39
2024,9,Vietnam,123.46,0.8
2021,12,Germany,207.47,6.54
2013,5,Canada,241.0,0.66
2003,5,Japan,212.77,2.15
2021,9,France,174.92,9.69
2005,6,India,215.24,9.29
1993,3,Vietnam,168.29,2.06
2010,12,India,134.82,0.16
2003,5,Vietnam,205.42,3.73
2020,1,Japan,54.76,-0.49
2007,9,UK,73.22,8.82
1996,10,Japan,95.79,-0.76
1999,10,Japan,294.76,2.24
1996,11,Germany,121.64,10.36
2022,7,Japan,175.03,0.97
2012,1,France,192.45,3.12
2010,11,France,53.23,6.63
2008,11,Canada,69.16,-0.17
2008,4,UK,88.99,9.64
2018,2,UK,104.47,10.5
2007,3,Vietnam,68.18,9.01
1991,4,Japan,212.62,6.65
1990,12,USA,79.9,7.66
1994,2,Vietnam,273.76,11.03
2009,10,Canada,175.8,9.29
2000,1,Vietnam,96.74,10.94
1991,11,Japan,107.85,11.07
1992,4,Germany,211.69,6.16
2012,9,France,78.22,0.91
2001,11,USA,61.2,1.89
2009,11,India,249.87,11.16
1994,9,India,173.01,7.8
2019,12,USA,262.49,2.22
1998,9,Vietnam,287.61,10.14
2023,3,Canada,163.57,11.13
2024,1,France,125.86,8.49
2011,1,Japan,142.56,0.25
2013,3,France,273.31,-1.0
2006,10,Canada,299.62,1.02
1999,8,India,145.32,10.78
2019,4,Germany,291.14,2.91
2012,11,India,176.35,9.48
2021,8,Germany,59.16,10.59
2006,7,USA,100.64,-1.58
2006,8,Germany,146.81,10.73
2003,2,UK,138.53,6.57
1998,8,UK,253.27,6.32
1991,9,UK,246.86,2.42
2014,10,UK,81.57,-0.76
1998,11,USA,64.22,8.11
2011,6,Canada,227.46,1.66
1993,3,Germany,156.4,4.61
2015,7,France,92.92,1.62
2018,9,France,71.6,4.67
2023,8,Vietnam,103.53,3.81
2012,8,Japan,289.57,5.99
2000,11,UK,71.76,6.66
1995,7,France,187.69,3.17
2007,5,UK,56.55,7.69
2010,2,Canada,275.85,5.55
2023,5,India,177.99,1.29
2006,5,UK,284.35,-0.18
2014,2,France,131.17,2.76
2001,11,Japan,151.3,10.71
2012,10,Japan,237.39,4.37
2011,1,Vietnam,285.49,8.36
2010,5,Canada,85.01,8.18
2016,6,India,149.44,11.22
2020,7,France,292.65,-0.79
1995,11,France,131.46,8.02
2016,2,Vietnam,284.23,9.07
2023,6,USA,205.04,10.31
2001,12,Vietnam,170.18,5.34
1996,8,Canada,133.0,-0.26
1999,6,USA,177.28,-1.01
2006,3,Germany,213.45,-0.63
2015,3,Vietnam,227.66,0.95
2010,11,Canada,69.08,-1.1
2017,7,Vietnam,210.08,2.39
1991,2,Japan,273.11,7.86
1990,3,France,156.72,6.93
2015,7,Japan,112.63,8.8
2018,9,Vietnam,224.82,3.85
2010,1,UK,78.44,9.68
2000,5,UK,283.19,6.15
2000,2,Canada,178.26,2.89
2024,12,France,215.42,-1.1
2023,5,UK,138.12,1.35
2013,6,France,157.53,3.83
2011,8,France,194.24,2.59
1994,7,Vietnam,296.8,1.78
2022,5,Vietnam,225.59,0.63
2009,11,Canada,283.71,7.99
2008,5,Germany,288.83,4.76
2024,2,Japan,245.23,7.83
2006,6,UK,60.29,5.69
2023,3,Vietnam,117.58,1.38
1998,6,UK,251.69,10.29
2015,3,Japan,53.41,-1.38
1991,2,UK,171.37,9.74
1998,8,Canada,241.56,8.15
1998,4,India,282.73,11.42
2006,5,India,160.26,1.84
1990,9,Canada,257.31,-0.22
2014,4,USA,164.13,6.86
2014,1,Canada,85.64,6.72
2024,11,Japan,164.24,9.62
1992,6,India,160.46,4.13
2019,11,Japan,181.17,6.36
2023,11,France,282.62,6.63
2001,5,Germany,204.55,-0.95
2008,10,Japan,72.5,0.15
2006,3,USA,157.68,2.55
1999,11,USA,163.94,-0.42
2001,11,Germany,256.51,4.59
2005,5,Japan,179.27,11.59
2013,8,Vietnam,158.08,5.05
2008,1,Japan,83.61,10.91
1997,4,India,244.97,-0.19
2020,3,India,242.88,1.42
2010,4,USA,100.09,4.82
2006,2,Japan,215.18,5.33
2012,2,UK,70.96,6.83
2005,2,India,194.48,1.08
1995,3,Japan,185.73,1.07
1997,12,Germany,81.25,7.91
2014,9,France,215.66,7.68
2007,5,India,71.72,10.06
2014,4,USA,253.27,0.29
2001,4,USA,87.99,8.96
2004,3,USA,156.64,5.25
2015,9,USA,262.72,2.45
2015,11,Japan,66.18,10.42
2021,10,France,250.27,7.37
1999,1,Vietnam,236.83,6.83
2005,6,Japan,122.94,6.39
1996,4,India,273.92,7.99
2006,8,France,278.73,6.78
2012,7,France,232.9,11.22
2015,3,UK,256.74,4.01
2010,5,USA,86.25,11.24
2011,11,UK,160.56,6.73
1996,11,USA,292.47,0.68
2003,4,India,73.93,2.54
2004,4,Germany,154.02,5.54
1996,10,France,290.51,-0.59
1998,8,USA,196.51,7.72
1997,9,Germany,57.22,6.9
2012,11,Vietnam,263.05,5.97
2018,4,France,130.72,7.36
2007,12,USA,58.99,10.97
2020,2,Canada,257.73,0.75
2019,1,UK,236.41,10.52
2024,10,Vietnam,182.76,-1.4
2007,4,Canada,140.78,7.41
2006,8,France,239.62,7.95
2003,5,USA,199.5,3.23
2020,2,Canada,108.87,11.09
2013,11,Canada,269.92,0.63
2024,4,UK,183.51,10.51
2023,4,Germany,264.51,1.92
1992,10,Japan,70.69,6.94
2015,5,Vietnam,107.33,1.43
2012,2,Canada,128.47,9.57
2004,7,Germany,261.37,-0.0
1993,5,Japan,268.0,6.39
2018,4,India,242.78,10.77
2011,8,India,195.63,-0.58
2014,2,India,163.85,11.54
2002,1,Vietnam,73.67,4.22
2007,6,India,213.88,-1.02
2022,10,USA,258.83,11.8
2005,10,Vietnam,264.78,5.6
1991,8,Germany,110.26,3.62
2024,7,UK,196.74,8.82
2023,9,USA,285.88,-1.61
2019,1,Vietnam,263.42,6.48
2002,3,Vietnam,89.32,6.84
2002,9,USA,148.04,6.72
2007,5,Canada,74.49,5.99
2021,6,India,258.28,3.18
2021,11,Vietnam,201.69,9.53
2024,7,USA,225.11,10.08
2018,3,Canada,91.16,-0.16
2018,7,France,231.47,8.8
2005,3,UK,106.34,9.93
1999,6,Germany,293.23,9.75
2019,8,India,268.77,2.44
2014,7,India,54.0,1.71
2009,5,France,218.39,3.07
1994,12,UK,134.25,3.08
1990,6,USA,221.16,5.01
2019,4,Canada,94.17,-1.12
1992,2,UK,118.26,5.26
2003,7,Japan,61.57,4.39
2019,4,Germany,142.14,0.08
1993,6,France,200.82,5.53
2007,10,Germany,266.91,6.74
2014,12,UK,102.74,2.48
1990,2,Canada,269.58,1.31
2004,2,Vietnam,250.79,-1.85
1998,6,Vietnam,212.01,5.13
2004,8,Germany,265.24,-1.31
2013,1,Germany,131.5,5.09
1993,10,Vietnam,285.45,8.74
2001,7,USA,94.82,9.46
1995,6,India,194.62,-1.67
2013,5,Canada,166.75,3.68
2000,10,India,237.59,7.83
2002,12,India,137.19,0.02
2023,8,UK,279.79,4.65
2014,1,UK,74.06,8.27
1996,5,India,203.32,-0.01
1993,12,France,68.52,7.82
1997,6,Canada,292.94,11.66
2009,4,France,100.57,1.23
2018,10,Japan,243.2,2.63
1999,11,Japan,232.25,-1.88
2023,12,USA,294.0,3.38
2015,10,UK,283.47,4.74
1992,2,India,267.83,2.19
1995,8,Japan,210.84,7.44
1994,5,India,180.39,-0.27
1994,10,Germany,100.59,7.29
2012,6,Japan,208.42,9.72
1998,9,India,229.15,4.37
2024,2,UK,285.8,1.0
2009,5,France,120.56,10.26
2024,12,UK,139.52,6.7
2007,1,Germany,162.3,4.44
2006,3,Germany,222.86,7.79
2013,6,USA,260.48,8.68
1992,8,India,114.46,4.91
2021,12,Canada,185.05,11.72
2024,5,Japan,112.96,1.92
2002,12,France,166.11,2.95
2014,4,Japan,283.6,2.89
1998,5,Canada,270.63,1.71
1993,4,Vietnam,165.29,10.48
2003,2,Vietnam,141.67,3.52
2023,1,Japan,186.22,-0.68
2000,8,USA,233.33,6.55
1992,1,India,79.24,5.34
2017,2,Germany,106.68,8.85
2018,5,USA,80.06,10.41
1998,8,Germany,54.66,9.16
1992,10,Canada,245.98,-1.7
2014,3,USA,143.71,9.92
2023,11,USA,241.06,7.05
2001,11,Japan,174.07,8.79
1998,9,France,221.39,-0.33
2004,6,USA,174.48,6.06
2014,11,Japan,171.77,7.42
1994,3,France,271.65,10.11
2000,10,Vietnam,209.51,3.24
2023,7,Japan,77.55,10.66
2013,12,France,192.09,9.75
2004,7,Japan,85.03,-0.94
1997,7,UK,195.39,6.8
1994,4,France,215.18,9.76
2015,6,Vietnam,98.37,0.49
2007,3,France,90.11,6.01
1995,4,Canada,95.81,4.58
2002,3,Canada,255.81,11.55
2017,3,Japan,89.53,-1.51
1994,1,Vietnam,245.11,7.78
2002,5,India,55.0,2.71
2006,12,Canada,256.14,-1.58
2021,3,India,110.81,7.87
2018,12,USA,97.1,-1.09
1992,1,Germany,207.71,4.73
2023,9,Canada,268.09,0.57
2016,11,India,229.1,6.57
2002,12,Vietnam,190.15,4.69
2022,4,Canada,109.91,10.54
1995,12,France,152.17,0.22
2013,9,Germany,264.42,4.79
2008,2,Japan,249.56,2.33
2005,2,Germany,105.46,10.37
2017,4,Japan,269.25,9.7
2022,4,France,109.94,2.02
2002,5,UK,295.72,11.42
2014,11,Vietnam,235.89,9.35
2016,1,USA,227.14,9.54
1996,5,Canada,195.91,2.24
1994,12,Germany,263.95,10.41
2020,10,Germany,270.87,4.6
2012,2,Vietnam,113.64,3.17
1999,5,Canada,248.0,0.97
2021,10,Germany,91.34,11.58
2019,10,USA,148.69,11.54
2020,6,UK,278.72,4.95
2007,3,USA,126.18,11.73
1991,4,Canada,157.94,10.1
2003,5,India,155.23,-0.58
2002,6,Canada,192.65,8.41
2018,9,Canada,258.54,10.6
2001,9,USA,186.77,4.8
1991,6,India,284.82,9.26
2021,12,France,268.68,0.43
2002,1,Germany,203.36,11.02
2016,6,France,157.99,9.82
2006,10,UK,131.19,1.28
2020,3,Japan,203.07,-0.7
2023,5,UK,252.12,4.18
2013,5,France,176.39,6.2
2024,10,France,270.28,2.79
1995,4,France,121.88,2.19
2008,3,India,264.94,-1.89
2019,1,UK,215.96,-1.97
1996,7,France,122.91,0.09
1999,8,France,153.57,8.55
2021,5,Vietnam,59.59,10.66
2023,8,France,278.77,-0.2
2017,4,Germany,242.09,8.0
2004,8,USA,202.43,1.52
2019,3,India,292.8,-0.09
2018,8,India,280.47,3.55
2011,6,France,279.16,8.53
1993,9,India,125.96,5.65
2009,5,Germany,106.69,-0.01
2021,1,Canada,235.92,0.01
1993,8,UK,131.63,2.11
2016,11,France,118.0,7.29
2006,3,India,113.13,2.19
2001,11,Canada,67.3,-0.52
2011,5,Canada,231.15,6.42
2006,2,Japan,52.08,11.83
1999,7,India,191.17,8.33
1990,5,UK,116.67,5.33
2011,12,UK,216.96,-0.08
2015,7,France,286.29,10.99
2007,12,Canada,222.77,6.43
2003,7,Canada,144.59,-1.9
2018,5,France,94.54,0.87
2001,5,France,134.75,0.81
2024,9,Japan,164.7,5.04
2001,3,USA,270.23,-1.98
1996,8,India,294.27,1.51
2018,1,UK,281.85,2.22
2000,4,Japan,175.16,-0.69
2022,12,Japan,167.92,11.8
1995,2,Germany,117.95,8.28
2004,3,UK,145.02,7.47
2021,11,Vietnam,279.34,7.07
2000,6,France,265.39,10.76
2012,4,UK,86.76,7.71
2015,1,UK,138.66,7.46
2023,5,Germany,195.18,0.79
2023,3,Vietnam,77.91,6.87
2018,12,Japan,137.97,2.95
1993,2,Canada,196.2,11.6
2006,4,Japan,162.91,7.96
2024,4,Canada,266.02,-0.6
2002,3,USA,198.58,0.42
2004,5,Japan,217.79,4.04
2018,5,Vietnam,181.86,-1.82
2018,8,UK,127.18,6.18
2000,10,Germany,198.38,4.63
2021,7,Vietnam,299.49,-0.67
1991,11,Vietnam,100.16,6.08
2003,9,Vietnam,230.93,7.48
2009,7,USA,228.01,8.88
2011,2,Japan,245.08,9.43
2000,3,Canada,159.39,6.81
2016,6,Germany,52.68,3.33
1992,1,France,276.03,-0.74
2006,8,India,114.48,8.31
2017,7,Japan,150.25,1.59
2018,6,Germany,257.63,4.8
2010,5,UK,267.99,8.86
2005,10,Vietnam,221.96,5.6
2009,5,Vietnam,159.93,10.72
1995,8,India,211.16,11.92
2008,8,USA,157.91,-0.28
1994,3,USA,101.3,7.08
1992,9,UK,134.5,-1.06
1990,3,Germany,201.05,-0.69
2004,10,India,71.44,3.89
2023,8,Japan,55.31,6.3
2024,7,UK,51.18,11.58
2014,9,Vietnam,78.04,8.53
2013,11,Vietnam,84.28,3.17
2001,9,UK,219.0,1.16
2007,11,Canada,151.17,5.43
2004,1,UK,61.17,9.54
2005,1,UK,97.19,-1.65
2016,3,Canada,178.05,1.98
1997,7,France,205.3,0.93
2014,3,Japan,296.42,6.7
2006,3,Canada,179.7,4.55
2018,4,UK,79.74,5.67
1997,8,USA,211.89,3.75
2004,1,USA,201.57,4.19
2016,4,Vietnam,135.71,5.55
1996,4,Canada,214.69,6.66
1992,8,UK,282.44,5.26
2018,7,Vietnam,54.99,7.84
2013,4,Germany,101.66,-1.16
1992,12,Canada,79.6,4.68
2009,8,USA,226.33,4.67
2004,11,India,215.28,-0.79
2014,3,Vietnam,73.42,5.82
2019,10,Germany,83.87,10.34
2003,7,France,263.04,8.64
1996,9,UK,198.13,1.22
2006,6,Japan,177.59,-1.03
2009,4,Vietnam,181.57,10.71
1998,4,Germany,91.33,11.07
2011,1,India,149.47,0.09
1991,6,Vietnam,195.59,9.3
2013,3,Germany,172.72,-1.42
1997,3,USA,157.12,5.28
2000,1,USA,121.3,6.16
2002,7,Canada,142.2,6.52
2006,9,Canada,219.22,10.84
1997,3,Canada,293.16,9.34
2010,7,Japan,274.02,3.59
2007,9,France,249.68,5.09
2019,3,Vietnam,228.38,6.61
2007,9,Vietnam,160.88,10.42
2020,11,Germany,148.52,-0.34
2021,2,Vietnam,214.62,0.73
2000,3,Vietnam,96.15,-0.16
2014,11,Japan,282.73,0.44
2022,4,Germany,79.48,7.88
1997,7,UK,78.74,3.54
2000,11,Germany,95.71,7.55
2011,9,Vietnam,67.55,3.44
2013,1,France,63.28,8.71
2006,12,Germany,88.11,7.61
2001,9,UK,131.88,-0.62
2021,10,India,192.14,1.87
2004,5,France,185.03,4.14
2005,4,USA,68.52,6.62
2011,11,Germany,224.7,6.03
2017,12,France,123.22,3.94
2009,6,Japan,153.25,0.02
2022,10,UK,141.85,4.41
1999,5,Canada,173.83,11.7
2021,5,India,58.2,3.31
2022,12,USA,98.34,10.68
1991,5,USA,88.44,4.49
2022,8,Japan,250.73,-1.67
2022,10,India,188.86,9.27
2002,8,Japan,240.16,4.28
2019,10,USA,226.59,10.96
2022,4,Vietnam,116.9,7.54
2002,9,Canada,177.62,11.09
2015,8,Germany,86.26,9.98
2011,12,UK,245.25,0.08
1991,6,UK,101.21,9.4
2015,2,Japan,296.2,7.32
2004,9,Germany,293.24,1.33
2023,6,USA,91.44,9.17
2000,8,UK,51.81,2.75
1992,6,UK,79.26,-1.42
1995,5,Japan,152.17,-0.5
1998,7,France,244.94,2.2
1995,12,Canada,261.49,2.73
1998,4,India,170.62,6.87
2020,10,UK,268.04,6.23
2021,11,Vietnam,271.08,10.38
2001,3,Japan,200.88,3.67
1997,11,USA,135.7,6.1
1997,12,UK,236.21,8.67
2017,7,Canada,217.59,10.61
2009,2,Japan,166.97,1.93
1996,10,France,242.51,11.41
2000,3,Canada,254.6,8.24
2009,1,France,212.46,6.22
2005,11,France,53.9,5.0
1993,12,India,166.43,9.31
1995,1,Germany,159.16,3.63
2011,2,UK,273.46,-1.28
2015,1,Japan,177.58,2.29
1992,2,Germany,143.71,2.2
2003,1,India,128.21,2.86
2000,3,Canada,199.13,0.54
2007,9,Vietnam,67.81,-1.91
2001,9,UK,268.89,5.62
2012,8,Japan,205.08,9.15
2001,9,Germany,110.54,4.54
2002,12,France,121.37,-0.19
2014,4,USA,275.86,-1.93
2008,8,USA,58.23,-1.25
1997,11,Japan,125.68,10.51
2018,5,Germany,123.45,8.01
2021,4,USA,236.44,0.23
2007,4,UK,100.85,2.2
1995,2,Japan,66.44,6.81
2007,10,India,147.29,1.12
2008,9,Canada,229.7,0.32
2011,9,Vietnam,64.87,3.93
2021,1,France,92.92,11.82
1992,12,UK,208.07,2.68
2017,4,France,226.67,3.47
1999,9,Japan,50.54,-0.58
2024,4,Canada,284.12,4.81
2018,2,USA,144.84,8.62
2004,2,India,140.4,4.46
2022,10,France,259.61,11.14
1996,9,UK,77.39,8.01
2001,11,Vietnam,108.08,4.73
2019,4,Germany,263.49,3.36
2010,1,India,190.87,7.62
2020,12,Vietnam,203.81,-1.24
2013,1,USA,126.38,11.27
2009,1,Canada,183.57,6.48
1993,8,France,259.96,7.91
2017,1,Vietnam,295.58,11.2
2009,5,Canada,147.08,8.71
2013,9,India,90.1,-1.65
2021,4,USA,140.35,3.92
2023,11,France,136.66,-0.2
1991,9,Japan,138.65,2.64
2004,5,Vietnam,113.61,11.07
2023,9,UK,186.52,2.47
1995,2,Canada,292.28,0.14
2001,8,Vietnam,63.26,11.38
1992,7,Japan,193.11,1.13
2007,7,India,288.95,5.84
2010,3,Japan,155.29,0.57
2004,10,UK,186.35,8.46
2022,12,India,77.18,2.81
2024,2,Japan,198.44,5.96
2015,11,Vietnam,146.68,6.66
1997,10,Japan,231.78,1.23
2019,1,France,175.0,5.27
2012,1,Japan,76.82,8.2
2003,7,France,89.56,6.64
2003,9,France,270.79,3.68
1991,1,France,199.63,-0.14
1994,10,France,67.54,11.29
2003,4,France,126.38,10.55
2014,2,Germany,239.25,8.0
2009,8,France,194.91,8.69
1991,9,France,269.65,10.34
1995,3,Canada,121.75,7.29
2006,3,India,268.2,7.47
2014,7,Canada,156.12,0.86
2017,9,UK,292.65,7.68
1991,7,India,261.88,9.65
2024,12,Vietnam,280.43,11.02
1994,7,India,258.96,6.55
1990,2,Japan,236.03,8.86
2001,12,USA,249.64,3.18
2012,11,Japan,189.53,8.1
2020,1,USA,147.88,9.15
2000,2,France,151.62,2.82
1999,12,Germany,157.14,-0.54
1992,6,Canada,176.23,2.09
2003,12,Germany,219.42,9.08
2005,12,USA,141.54,10.89
1999,10,Japan,220.42,2.11
2018,8,France,134.09,11.16
1999,8,Japan,193.04,4.85
2001,6,Canada,214.75,11.9
2019,2,Canada,147.98,6.33
1990,9,India,185.98,0.21
1994,10,Canada,54.08,8.45
2009,4,India,169.0,2.73
1997,5,Germany,255.33,6.27
2001,1,India,124.74,1.68
1990,9,India,116.44,8.1
2009,11,India,243.1,-0.78
2017,11,Germany,130.18,5.85
2001,11,India,147.26,-0.56
2017,10,USA,255.32,10.77
2004,1,UK,66.07,0.19
1995,7,UK,283.71,3.13
2009,11,India,99.37,1.5
2003,9,India,104.02,8.08
1991,3,Canada,243.43,-1.09
1998,2,France,80.35,0.74
2009,10,Canada,85.2,7.07
2015,8,India,72.85,1.21
2018,4,Canada,201.24,7.87
1990,1,Canada,260.42,0.33
2024,8,USA,95.0,7.19
1995,6,Germany,148.76,4.56
1994,6,France,220.02,-1.66
2022,4,UK,126.29,6.55
2003,6,France,98.58,5.29
2001,2,Canada,276.56,2.42
2009,6,Canada,225.66,9.22
2013,2,Japan,281.32,4.07
2023,6,India,245.28,5.57
2014,9,Canada,136.97,11.36
2018,7,Japan,56.36,7.48
2020,12,Vietnam,166.77,-1.33
2012,12,USA,141.8,9.66
2009,4,Vietnam,176.27,0.42
2012,1,Germany,53.07,7.39
2005,9,Japan,183.36,10.06
1997,1,India,153.26,10.47
2010,5,India,220.08,0.2
1990,7,USA,117.28,4.65
1997,10,Vietnam,254.73,4.12
2018,10,India,282.46,4.66
2021,6,Japan,91.39,-0.31
1994,3,Germany,211.62,7.64
2011,11,France,208.39,6.39
2023,8,India,135.04,9.06
1990,11,India,78.43,11.03
2015,7,Japan,217.18,2.81
1999,9,Germany,163.88,7.79
2019,1,Japan,97.81,5.64
2007,8,USA,64.31,11.22
2006,4,India,286.51,9.04
2015,7,UK,152.2,1.04
1997,7,Canada,237.18,2.23
2001,4,Canada,84.14,5.04
2016,8,USA,206.05,1.25
1997,12,Vietnam,56.26,3.55
2014,1,Vietnam,155.59,5.03
1993,5,Vietnam,111.37,11.15
2022,4,UK,133.85,-0.98
1990,4,Japan,206.04,9.41
2008,3,UK,138.71,4.58
2020,1,Germany,111.8,10.35
2005,5,France,228.66,-1.33
2003,8,India,185.5,5.89
1994,10,Germany,206.83,7.1
2015,6,France,145.6,10.94
2017,12,Germany,113.89,5.7
1991,1,Japan,112.41,9.68
1995,5,Germany,298.07,11.67
1998,6,UK,216.5,2.44
2022,9,Vietnam,74.99,11.9
2014,9,Canada,210.82,0.46
2002,5,Canada,75.81,7.59
1998,3,USA,124.9,7.12
2002,6,Vietnam,261.38,-0.17
2020,11,USA,278.59,-0.75
2000,8,USA,265.0,6.43
1993,12,UK,188.59,3.84
2023,11,India,163.28,-0.82
1993,12,UK,111.43,8.53
2008,12,USA,249.53,-0.5
1995,5,France,205.7,9.37
2023,8,India,182.38,-0.58
2007,1,Japan,114.75,8.0
2002,8,UK,127.58,10.18
2012,2,Germany,111.3,9.96
2008,7,France,209.46,8.5
2000,2,Canada,202.86,0.64
1990,3,Germany,92.84,4.63
2013,5,Germany,132.99,2.96
1996,10,UK,54.25,4.41
2014,7,Japan,94.43,8.45
2010,9,India,182.16,10.0
2004,12,UK,144.38,7.2
1990,12,UK,196.81,-1.8
2001,5,UK,155.29,-0.22
1996,11,India,73.4,2.77
2004,1,Japan,216.65,10.72
2010,11,Canada,286.2,6.47
2008,3,UK,118.36,9.24
2018,5,France,101.9,4.43
2014,12,France,259.52,11.05
2022,3,Vietnam,117.75,1.89
2021,8,USA,144.48,10.08
2024,8,India,105.55,0.42
2015,11,Vietnam,207.15,8.16
2000,1,Japan,162.52,7.58
2024,8,USA,142.47,-0.43
1997,4,UK,115.19,9.78
2003,11,Vietnam,288.66,9.59
1999,6,Vietnam,71.36,10.14
1991,10,USA,118.6,1.65
1998,8,Germany,136.46,0.01
1992,2,Vietnam,254.41,4.44
2010,8,Japan,287.93,10.02
2015,7,Vietnam,51.93,9.19
1997,4,Vietnam,289.97,7.66
1991,12,Vietnam,290.5,11.79
1995,5,France,277.84,7.09
2017,6,Vietnam,279.91,10.59
2018,3,Japan,250.65,4.38
2015,2,Germany,125.04,9.09
2014,2,Vietnam,250.33,7.59
2001,4,USA,172.27,-1.33
1994,7,Canada,185.13,3.22
2023,12,France,55.73,9.52
2004,1,France,168.79,3.29
2004,1,Japan,117.72,2.1
2012,4,UK,134.35,-1.63
1995,9,Germany,168.86,0.17
2010,12,Japan,221.97,0.21
2012,12,Vietnam,68.96,11.03
2005,5,Japan,201.13,-0.14
2004,1,Canada,125.09,4.85
2014,3,Vietnam,256.78,8.86
2000,11,India,273.51,4.9
2004,6,Vietnam,74.91,3.78
1993,3,Canada,268.69,10.67
2010,11,USA,185.3,10.57
2002,6,France,90.96,9.82
2011,6,Germany,52.37,4.84
2008,5,Japan,201.13,5.96
2023,10,Germany,183.01,0.53
2003,5,France,228.92,9.98
1993,9,UK,176.7,0.58
2016,3,India,55.56,0.47
2018,11,Vietnam,158.16,11.57
2017,10,Canada,260.28,2.96
2024,7,USA,145.65,11.45
1997,4,Vietnam,115.55,11.13
2005,2,Canada,122.79,10.65
2019,10,USA,76.32,10.74
2007,3,UK,145.91,6.44
1991,3,Japan,244.65,-1.37
2002,3,India,65.03,10.22
1993,3,France,279.18,11.67
2015,10,USA,162.73,9.15
2014,6,Vietnam,214.27,7.11
2019,6,Germany,143.3,0.88
2000,11,UK,116.69,11.13
1996,9,Vietnam,73.6,-1.17
2020,8,USA,167.89,3.7
1999,10,France,154.72,3.09
2002,7,Vietnam,193.08,9.95
2020,12,Japan,150.47,-0.47
1996,12,India,161.92,0.28
