year,month,country,energy_source,consumption_TWh,co2_emission_mt
2012,12,France,coal,1862.08,1543.4
2003,2,India,hydro,3222.28,220.73
2013,12,Japan,solar,4115.14,837.78
1991,6,USA,oil,2058.68,1186.15
2015,1,UK,hydro,1314.11,1617.92
2003,7,Germany,oil,4145.24,393.15
1996,4,UK,hydro,1841.29,1964.58
1992,12,France,hydro,4460.93,616.21
2012,1,USA,hydro,4673.47,1978.31
2007,5,Brazil,oil,1204.69,747.4
2024,5,UK,gas,3854.05,1888.63
2004,6,Japan,solar,1306.42,48.21
2014,12,India,coal,1827.61,14.93
2017,8,India,oil,4426.9,932.28
1999,4,India,gas,1498.68,1807.82
2006,12,Brazil,wind,841.11,920.57
2011,7,France,coal,1091.4,709.4
2015,11,Brazil,oil,2739.65,1488.3
2014,4,India,wind,2845.16,58.45
2006,2,USA,coal,4792.77,591.78
2002,8,China,gas,663.94,281.23
2009,5,India,wind,4855.4,1777.51
2014,10,UK,hydro,4724.79,1478.95
1993,4,USA,solar,2770.89,1553.45
1999,12,Japan,nuclear,1947.24,385.03
1992,2,USA,coal,1164.85,1657.53
2007,7,Germany,oil,4074.95,1180.09
2011,5,India,nuclear,4355.63,1722.7
2023,9,UK,coal,4761.36,696.1
1997,7,France,coal,4546.66,599.73
2008,9,China,nuclear,4365.3,1321.18
1995,12,China,hydro,4157.16,1713.69
2015,10,Japan,oil,3551.73,633.02
2023,10,UK,oil,1236.44,1239.36
1995,5,USA,wind,1076.2,818.65
2022,11,UK,hydro,616.81,450.62
2011,6,Germany,gas,822.79,321.28
2010,8,USA,coal,2354.51,575.72
1995,10,Japan,gas,1792.39,311.5
1995,6,Germany,solar,3504.84,1761.86
1993,11,China,nuclear,916.69,1233.31
2019,4,Japan,oil,2694.9,1403.19
2000,2,Brazil,nuclear,3659.83,1978.15
2019,6,France,coal,1475.15,1744.77
2020,12,France,oil,2651.03,1533.65
2013,9,India,wind,339.59,1886.5
1998,8,Germany,nuclear,4811.61,1728.26
1992,3,UK,oil,1077.02,825.21
2020,5,India,oil,4240.89,1708.96
2013,6,China,wind,2844.65,1290.24
2020,7,UK,oil,527.31,1117.73
1995,2,Germany,gas,2343.99,972.46
1991,6,UK,solar,2324.95,1724.7
2009,2,India,nuclear,2312.79,1556.72
2017,8,UK,hydro,2921.72,1032.11
2000,7,Germany,oil,4004.15,409.11
1993,2,Brazil,coal,2742.66,459.59
2004,4,USA,solar,3488.92,1182.5
1995,7,France,gas,928.77,1481.82
2019,9,Brazil,gas,2684.22,412.01
1991,3,Japan,solar,494.85,1627.85
2004,10,China,hydro,4301.41,1391.4
2000,10,China,wind,3679.68,181.09
1997,8,India,hydro,1913.41,608.72
2015,9,UK,gas,885.19,1530.17
1994,8,Brazil,gas,3462.88,1504.87
1995,4,France,nuclear,2665.53,1232.33
2015,4,UK,gas,3099.84,37.47
1993,11,Germany,gas,3464.72,641.7
2008,7,Brazil,oil,4889.27,1542.78
2009,4,China,hydro,4606.41,1051.28
2022,11,China,nuclear,1938.44,155.14
2009,10,India,gas,1363.02,658.42
2001,10,Brazil,nuclear,802.91,1166.82
1990,7,Brazil,hydro,342.72,1856.85
2015,9,China,gas,4182.74,517.18
2003,12,Germany,oil,4536.43,1306.9
2000,9,Germany,solar,4286.17,1726.02
2002,9,France,gas,1854.06,52.57
1992,10,Japan,hydro,3601.98,711.63
2022,12,Japan,nuclear,720.75,1914.48
1995,10,China,oil,3618.96,1913.66
1999,6,Brazil,coal,1789.41,1335.67
1994,1,India,wind,1631.94,1280.0
2012,12,Germany,coal,4050.27,413.21
1999,8,Japan,hydro,3544.68,693.71
1991,6,Brazil,hydro,3506.64,919.62
2002,7,France,oil,3356.49,1956.5
1991,2,India,solar,2738.26,531.71
2009,3,UK,nuclear,853.28,252.86
1990,6,China,gas,1293.46,389.7
1998,3,Brazil,coal,2868.6,1223.38
2006,5,UK,coal,3911.03,988.65
1998,4,UK,hydro,3201.19,1104.72
2000,5,France,hydro,1976.67,767.95
2004,8,China,nuclear,3112.53,1712.65
2013,4,UK,wind,1635.76,126.93
2024,9,China,wind,2961.47,1791.73
2019,3,Japan,oil,3873.08,1676.44
2020,12,France,solar,789.82,801.26
1994,7,India,coal,346.9,673.55
2003,7,UK,nuclear,2011.12,398.5
2000,1,UK,oil,3753.43,987.24
1998,3,France,coal,589.66,390.61
2023,10,Brazil,gas,4974.88,1453.35
2001,1,Germany,nuclear,3921.16,1585.5
2024,8,UK,coal,3559.34,460.18
2024,10,Brazil,oil,1983.04,1067.44
1990,5,USA,coal,4086.0,226.37
2011,4,Japan,gas,1777.6,1714.54
2018,3,UK,hydro,2320.75,201.77
1997,7,Brazil,hydro,363.13,1027.91
2000,8,UK,solar,4888.25,1499.54
2003,8,Germany,nuclear,3086.03,833.99
2019,1,USA,oil,1205.1,214.81
2024,7,India,gas,3130.09,522.38
2010,5,China,oil,3876.85,574.61
1994,2,UK,wind,3835.89,1294.36
2008,8,India,nuclear,5.96,1178.01
2003,2,Japan,gas,3802.33,638.16
2015,6,Brazil,coal,2618.23,810.99
1993,12,France,wind,4090.67,896.69
2014,5,India,hydro,992.97,1094.26
2014,6,China,wind,1386.84,669.98
2007,11,China,coal,264.35,1696.02
1997,10,India,wind,1600.36,1006.23
2003,8,France,solar,2038.65,1271.71
2021,9,USA,coal,933.4,1890.72
2022,3,Germany,oil,3397.35,1967.93
2012,3,India,solar,4525.6,1327.63
2004,7,Japan,oil,209.06,514.11
2022,3,Japan,solar,1648.36,1253.14
2014,11,China,nuclear,794.44,1988.31
2006,10,Germany,wind,409.38,1350.31
2022,12,China,coal,1109.23,164.61
1991,5,France,coal,2594.83,85.69
2003,10,India,coal,2904.94,691.97
1995,4,Brazil,solar,497.7,1545.52
1995,11,Germany,hydro,4556.08,1340.77
1992,9,Brazil,gas,1073.32,700.29
1996,11,China,hydro,3782.16,994.8
1997,12,China,coal,3320.43,1554.74
2004,8,Japan,nuclear,3963.23,1056.5
2018,12,USA,gas,2257.24,129.16
2022,9,France,solar,3477.5,1906.33
2019,6,China,gas,4426.61,1233.81
2016,2,France,coal,651.01,1417.44
2018,8,UK,nuclear,3104.67,677.22
2022,1,India,hydro,2569.33,869.67
2016,11,UK,oil,2246.36,37.8
2022,5,India,hydro,4582.28,517.89
1993,2,USA,gas,4985.62,935.17
2011,7,India,nuclear,1971.18,510.19
1991,5,USA,coal,2357.5,334.12
1999,10,Japan,hydro,2994.05,1035.8
1994,3,Japan,gas,2716.64,37.58
1999,7,Germany,oil,2960.55,1701.98
2022,12,France,coal,346.26,281.91
2002,3,UK,wind,3151.56,1573.58
2020,6,Japan,coal,3227.46,734.96
2013,4,France,oil,4340.83,501.92
2004,12,UK,wind,2610.38,1767.01
2018,10,USA,hydro,1359.35,660.13
1997,2,UK,solar,2515.34,1788.22
1994,9,UK,gas,2526.82,1965.78
2018,6,Brazil,hydro,3226.8,1407.88
1993,5,France,oil,2501.13,616.54
2001,5,USA,nuclear,1991.5,1579.61
1991,8,USA,solar,4298.08,783.65
2016,5,China,nuclear,4857.73,1699.52
2020,8,UK,oil,2702.09,1967.03
2015,8,UK,solar,3134.22,209.76
2016,1,Germany,coal,3171.75,100.66
1994,4,UK,gas,2608.33,1915.55
2009,9,USA,gas,523.64,1173.63
2000,2,India,coal,262.59,1371.12
1999,11,France,solar,4292.33,1250.53
1995,4,France,solar,1166.79,1005.67
1997,4,China,nuclear,3228.5,1076.36
2012,1,USA,coal,3139.97,991.78
2015,10,India,nuclear,2850.14,368.1
2001,10,France,hydro,662.59,1971.06
2015,7,Japan,oil,307.73,1700.46
2002,12,Japan,wind,1094.01,779.59
2007,1,UK,nuclear,3031.04,1911.14
2014,5,USA,coal,2738.97,785.01
2022,8,UK,oil,3618.65,1440.13
2001,4,France,nuclear,1984.94,725.24
1993,5,Germany,coal,3900.03,1988.63
1994,11,Germany,hydro,2765.96,1661.48
1997,10,China,solar,389.88,1289.3
2017,12,India,coal,507.09,1896.94
2020,3,USA,hydro,1356.73,930.82
1998,5,France,oil,1911.62,1600.79
2018,12,China,wind,4829.7,1047.0
2003,3,France,hydro,4540.68,1877.61
2011,4,UK,nuclear,2858.29,595.92
2000,11,USA,hydro,1005.02,837.63
2012,3,USA,coal,4905.62,711.15
1990,5,UK,nuclear,2692.2,856.84
2010,2,China,hydro,2950.74,1226.34
2015,9,China,coal,2480.06,539.83
2012,3,Germany,wind,2625.23,559.06
1990,10,USA,oil,3614.1,395.66
2004,1,China,solar,905.8,570.8
2010,5,Brazil,gas,2487.0,137.29
1998,4,USA,solar,755.09,1335.5
1998,2,Germany,wind,932.15,568.24
1999,12,India,wind,2279.88,1483.52
2015,12,India,solar,1135.86,1311.8
2024,8,France,coal,4773.31,383.62
2014,9,Germany,nuclear,643.36,1854.58
2015,6,Japan,solar,4913.39,678.01
2000,8,USA,solar,4711.87,72.16
1991,2,France,wind,4084.53,1560.33
1996,11,China,oil,2877.46,916.64
2007,6,China,wind,2361.38,207.12
2016,1,Japan,oil,3642.3,945.05
2023,10,Brazil,wind,563.29,1768.67
2016,3,Japan,wind,2802.91,368.35
2006,7,UK,oil,4488.02,1160.4
2013,12,Japan,wind,3011.26,1354.44
2014,1,China,hydro,1580.37,42.93
1996,6,USA,oil,2002.66,1748.18
1995,7,USA,solar,3547.78,471.22
2013,3,France,oil,259.53,1494.11
2022,11,Germany,gas,3144.13,1484.65
2018,8,UK,hydro,1610.06,70.86
2011,8,China,coal,1993.14,1762.97
2015,5,France,coal,1408.95,1253.97
2017,11,USA,nuclear,4454.92,370.7
2010,2,USA,oil,4101.08,1358.83
1996,2,India,wind,4259.14,423.45
2006,5,Brazil,nuclear,2058.9,590.2
2009,4,USA,coal,646.29,290.7
2009,12,France,oil,3261.34,697.4
2011,4,Japan,oil,3354.24,1225.8
2017,5,UK,coal,2089.88,1174.18
1996,1,China,oil,355.29,1947.76
1990,7,India,hydro,1113.45,716.71
2021,3,Brazil,wind,85.31,315.65
2002,10,USA,oil,3580.01,444.87
2019,10,Brazil,oil,4443.65,479.7
2012,8,UK,nuclear,4409.61,492.46
2008,9,Germany,wind,1212.17,321.58
2021,8,China,wind,1038.98,643.43
2019,11,France,gas,2319.15,797.51
2018,12,Germany,coal,1028.5,1990.57
2018,2,UK,wind,638.98,842.72
2019,7,Germany,coal,870.37,1498.52
2005,12,Japan,solar,2113.86,1828.53
2008,4,China,coal,2277.03,1099.33
2007,5,UK,wind,3317.62,1605.87
1990,11,USA,nuclear,4824.87,159.27
2003,10,Germany,wind,4557.04,331.19
1991,5,India,wind,1788.69,1395.57
2017,11,Germany,solar,890.18,28.42
2019,9,UK,oil,4816.72,320.55
1993,12,India,gas,3295.32,808.07
1990,2,France,nuclear,2961.4,1449.28
1997,2,France,gas,2637.4,394.14
2018,3,France,hydro,1707.37,755.53
1992,5,UK,solar,2972.02,586.7
2021,12,UK,solar,2140.8,1402.37
1999,4,India,wind,2604.06,224.07
1999,10,France,hydro,2595.38,606.08
2008,10,UK,nuclear,106.6,1306.56
2023,12,India,nuclear,1695.66,566.43
2022,9,USA,gas,793.06,579.11
2012,3,UK,nuclear,4391.25,1933.42
2017,1,USA,oil,2855.83,525.29
2021,5,China,wind,2119.71,1104.78
1996,8,Germany,nuclear,3290.38,747.27
2018,1,Brazil,nuclear,1002.28,288.75
1997,1,USA,solar,1445.67,601.18
1990,6,Germany,oil,1336.75,666.39
1992,7,India,coal,3017.86,763.52
2013,8,China,coal,2542.08,648.27
2012,8,India,hydro,2613.66,1512.01
1997,3,Brazil,nuclear,4834.52,553.24
1992,4,UK,wind,850.53,598.51
2022,9,Japan,hydro,1103.15,853.2
2017,11,Brazil,wind,2887.79,499.02
1997,5,Germany,nuclear,2553.21,1104.31
2023,11,Brazil,oil,2268.06,1515.56
2024,9,Japan,gas,2226.82,285.26
2021,12,India,nuclear,3114.12,1305.86
2013,5,France,hydro,3943.67,146.29
2003,5,Germany,hydro,1901.6,1923.38
2021,9,Brazil,nuclear,2522.78,861.35
2005,6,UK,wind,3664.08,992.08
1993,3,Japan,hydro,2135.66,884.08
2010,12,UK,hydro,1157.38,1965.99
2003,5,Japan,oil,848.49,1372.18
2020,1,Germany,hydro,351.35,502.96
2007,9,China,coal,3505.09,761.34
1996,10,Germany,coal,1373.14,150.08
1999,10,Germany,wind,2675.57,1625.28
1996,11,India,gas,3216.2,184.56
2022,7,Germany,coal,3598.52,1717.75
2012,1,Brazil,coal,207.62,937.69
2010,11,Brazil,oil,1371.04,1121.06
2008,11,France,nuclear,1413.23,1534.06
2008,4,China,oil,2320.41,346.62
2018,2,China,hydro,2394.15,40.69
2007,3,Japan,coal,1144.33,518.24
1991,4,Germany,hydro,886.81,654.57
1990,12,USA,solar,4185.95,1799.16
1994,2,Japan,wind,2492.73,1794.44
2009,10,France,wind,746.06,363.36
2000,1,Japan,solar,2339.96,1668.19
1991,11,Germany,solar,4071.9,456.54
1992,4,India,nuclear,1606.23,211.33
2012,9,Brazil,nuclear,895.4,1618.47
2001,11,USA,gas,3811.65,1860.33
2009,11,UK,gas,142.03,917.38
1994,9,UK,oil,2850.77,1171.14
2019,12,USA,coal,3559.77,1458.97
1998,9,Japan,solar,2307.46,1814.63
2023,3,France,hydro,133.61,1388.16
2024,1,Brazil,wind,4190.7,1158.24
2011,1,Germany,gas,3522.77,1440.46
2013,3,Brazil,nuclear,194.32,1622.88
2006,10,France,nuclear,2221.46,1710.3
1999,8,UK,gas,1619.92,808.69
2019,4,India,nuclear,4722.56,1328.97
2012,11,UK,coal,2348.37,623.12
2021,8,India,coal,614.17,616.62
2006,7,USA,oil,8.95,1751.36
2006,8,India,coal,2723.78,297.88
2003,2,China,gas,1409.06,1136.62
1998,8,China,gas,1554.33,255.84
1991,9,China,coal,4215.72,802.06
2014,10,China,gas,1382.79,1902.34
1998,11,USA,oil,2707.45,1380.55
2011,6,France,oil,2451.2,387.51
1993,3,India,nuclear,1569.26,715.72
2015,7,Brazil,oil,2939.04,481.43
2018,9,Brazil,hydro,3230.82,824.05
2023,8,Japan,coal,1344.19,506.14
2012,8,Germany,wind,1162.55,1879.54
2000,11,China,wind,1518.71,860.61
1995,7,Brazil,solar,1472.05,1706.48
2007,5,China,gas,1200.66,1586.07
2010,2,France,gas,4864.17,743.36
2023,5,UK,oil,1777.34,454.69
2006,5,China,oil,33.93,822.46
2014,2,Brazil,oil,3420.82,276.3
2001,11,Germany,gas,1181.42,324.38
2012,10,Germany,hydro,2016.31,1931.56
2011,1,Japan,gas,3557.49,537.96
2010,5,France,oil,2407.7,476.45
2016,6,UK,hydro,3568.68,1864.74
2020,7,Brazil,oil,4683.23,1244.79
1995,11,Brazil,hydro,225.66,1125.75
2016,2,Japan,solar,442.87,971.97
2023,6,USA,solar,1881.22,1667.51
2001,12,Japan,oil,683.01,873.39
1996,8,France,hydro,2941.67,748.17
1999,6,USA,coal,4845.04,1942.55
2006,3,India,hydro,3571.33,373.19
2015,3,Japan,wind,3589.19,1077.6
2010,11,France,wind,1356.03,1438.19
2017,7,Japan,solar,2937.95,360.01
1991,2,Germany,oil,3133.49,1691.82
1990,3,Brazil,nuclear,4517.1,1279.92
2015,7,Germany,oil,3413.64,1868.81
2018,9,Japan,wind,3467.96,419.62
2010,1,China,wind,579.61,1282.7
2000,5,China,nuclear,3354.31,1455.28
2000,2,France,wind,4381.21,1579.02
2024,12,Brazil,gas,1373.78,248.66
2023,5,China,hydro,281.3,1154.77
2013,6,Brazil,hydro,1543.39,1776.98
2011,8,Brazil,oil,1444.05,1775.51
1994,7,Japan,wind,529.61,845.18
2022,5,Japan,gas,1890.41,894.55
2009,11,France,solar,4129.72,1455.27
2008,5,India,oil,4447.58,1723.24
2024,2,Germany,coal,4157.77,1874.38
2006,6,China,coal,4712.65,494.05
2023,3,Japan,solar,4641.85,341.9
1998,6,China,nuclear,915.22,1388.21
2015,3,Germany,solar,219.88,1594.05
1991,2,China,hydro,773.82,180.99
1998,8,France,nuclear,2239.3,504.01
1998,4,UK,solar,4255.38,1173.78
2006,5,UK,solar,2590.75,560.92
1990,9,France,nuclear,4499.52,1871.35
2014,4,USA,hydro,344.57,939.32
2014,1,France,coal,4675.76,1428.97
2024,11,Germany,nuclear,4413.09,933.57
1992,6,UK,hydro,3389.13,498.5
2019,11,Germany,solar,1057.13,649.41
2023,11,Brazil,coal,4696.22,1150.03
2001,5,India,hydro,1092.3,622.77
2008,10,Germany,hydro,4724.72,152.24
2006,3,USA,oil,4676.68,231.79
1999,11,USA,coal,4055.31,193.05
2001,11,India,nuclear,4439.25,1221.8
2005,5,Germany,solar,2717.49,272.36
2013,8,Japan,hydro,3564.47,151.85
2008,1,Germany,oil,113.46,47.74
1997,4,UK,gas,96.55,1402.5
2020,3,UK,wind,4669.62,1459.58
2010,4,USA,solar,1388.17,626.58
2006,2,Germany,gas,4106.03,211.08
2012,2,China,oil,2008.19,1714.52
2005,2,UK,coal,4074.65,261.26
1995,3,Germany,gas,639.65,490.23
1997,12,India,nuclear,855.4,1249.56
2014,9,Brazil,wind,3245.24,1071.68
2007,5,UK,wind,5.4,663.98
2014,4,USA,oil,1779.75,627.61
2001,4,USA,hydro,420.03,1451.79
2004,3,USA,oil,1313.38,1012.79
2015,9,USA,nuclear,4157.53,11.48
2015,11,Germany,oil,4655.47,511.77
2021,10,Brazil,nuclear,2172.45,789.16
1999,1,Japan,nuclear,4104.77,1011.64
2005,6,Germany,oil,82.74,1096.32
1996,4,UK,wind,3860.89,528.6
2006,8,Brazil,oil,4839.36,789.92
2012,7,Brazil,oil,3396.88,420.24
2015,3,China,hydro,3785.78,1388.26
2010,5,USA,hydro,4080.19,316.58
2011,11,China,solar,1818.33,1571.24
1996,11,USA,nuclear,507.69,80.23
2003,4,UK,gas,2152.1,1195.2
2004,4,India,wind,190.98,1062.94
1996,10,Brazil,oil,3391.73,1789.57
1998,8,USA,solar,4331.71,1909.02
1997,9,India,gas,4360.61,1923.31
2012,11,Japan,coal,4272.58,776.98
2018,4,Brazil,coal,1814.92,555.86
2007,12,USA,oil,3046.11,1676.5
2020,2,France,coal,1932.46,1019.59
2019,1,China,gas,111.18,1191.31
2024,10,Japan,coal,1749.52,1334.65
2007,4,France,oil,4603.36,1242.43
2006,8,Brazil,nuclear,2492.03,926.34
2003,5,USA,hydro,3503.19,1812.71
2020,2,France,hydro,4072.75,996.83
2013,11,France,hydro,354.73,1116.15
2024,4,China,nuclear,1805.66,1232.57
2023,4,India,wind,4906.58,1046.87
1992,10,Germany,coal,111.49,1520.15
2015,5,Japan,hydro,4941.57,1031.13
2012,2,France,gas,3936.92,1198.3
2004,7,India,coal,566.18,1168.67
1993,5,Germany,nuclear,2655.87,1860.01
2018,4,UK,solar,4704.82,1820.18
2011,8,UK,hydro,3963.23,1729.8
2014,2,UK,coal,3915.94,1150.22
2002,1,Japan,nuclear,3684.42,1227.63
2007,6,UK,oil,212.2,110.71
2022,10,USA,solar,3006.32,1641.56
2005,10,Japan,hydro,1525.75,1161.02
1991,8,India,wind,972.2,1071.81
2024,7,China,oil,1882.85,1619.19
2023,9,USA,oil,3940.38,1535.0
2019,1,Japan,hydro,638.33,1677.33
2002,3,Japan,gas,1605.27,1798.43
2002,9,USA,oil,1771.61,1851.33
2007,5,France,nuclear,633.32,53.16
2021,6,UK,gas,686.31,561.64
2021,11,Japan,oil,1085.01,24.25
2024,7,USA,oil,3151.88,378.63
2018,3,France,hydro,2114.07,220.59
2018,7,Brazil,hydro,4992.02,1969.02
2005,3,China,wind,794.09,377.79
1999,6,India,coal,365.95,1337.08
2019,8,UK,solar,4828.37,800.53
2014,7,UK,hydro,3419.59,569.75
2009,5,Brazil,hydro,790.25,840.17
1994,12,China,wind,3982.82,753.64
1990,6,USA,wind,1991.5,999.85
2019,4,France,coal,3604.2,524.39
1992,2,China,gas,1952.64,135.66
2003,7,Germany,solar,3234.23,843.59
2019,4,India,wind,3489.01,197.64
1993,6,Brazil,solar,228.12,556.84
2007,10,India,coal,952.93,1224.5
2014,12,China,hydro,2930.91,1316.76
1990,2,France,gas,230.67,1533.87
2004,2,Japan,solar,1417.19,1943.23
1998,6,Japan,coal,4378.96,765.92
2004,8,India,coal,3867.28,574.07
2013,1,India,solar,3927.26,149.13
1993,10,Japan,coal,161.86,216.14
2001,7,USA,hydro,2256.09,1236.49
1995,6,UK,oil,4246.93,1576.1
2013,5,France,coal,1242.97,1437.97
2000,10,UK,gas,4638.11,361.76
2002,12,UK,hydro,109.39,1594.02
2023,8,China,gas,3845.97,1945.79
2014,1,China,oil,125.48,1323.83
1996,5,UK,solar,1757.08,1997.15
1993,12,Brazil,solar,4969.41,827.92
1997,6,France,gas,2920.12,1356.44
2009,4,Brazil,coal,4263.16,94.03
2018,10,Germany,solar,1819.34,238.49
1999,11,Germany,gas,4604.19,1221.04
2023,12,USA,gas,1970.6,371.78
2015,10,China,wind,1531.85,890.8
1992,2,UK,hydro,4079.65,1359.35
1995,8,Germany,solar,3541.7,1812.74
1994,5,UK,gas,4755.68,1832.99
1994,10,India,nuclear,1915.77,498.82
2012,6,Germany,nuclear,4954.32,197.31
1998,9,UK,hydro,983.62,1550.55
2024,2,China,nuclear,2940.19,1651.36
2009,5,Brazil,wind,1911.6,1157.18
2024,12,China,hydro,652.07,228.81
2007,1,India,wind,552.04,240.42
2006,3,India,gas,1621.2,1478.99
2013,6,USA,wind,1518.04,953.09
1992,8,UK,solar,1615.96,1878.8
2021,12,France,hydro,4214.89,1025.16
2024,5,Germany,nuclear,2173.93,1034.06
2002,12,Brazil,coal,1882.84,1355.1
2014,4,Germany,coal,3620.32,1149.59
1998,5,France,nuclear,1987.0,590.78
1993,4,Japan,coal,4016.7,266.8
2003,2,Japan,hydro,3720.3,1680.93
2023,1,Germany,nuclear,2477.53,191.66
2000,8,USA,oil,4818.8,1758.08
1992,1,UK,gas,4536.15,5.83
2017,2,India,oil,420.13,578.85
2018,5,USA,wind,2275.87,646.84
1998,8,India,hydro,97.16,106.82
1992,10,France,nuclear,3132.88,1069.33
2014,3,USA,wind,872.21,171.03
2023,11,USA,wind,381.09,386.17
2001,11,Germany,wind,2717.37,1226.85
1998,9,Brazil,gas,679.26,1254.92
2004,6,USA,wind,4765.37,862.95
2014,11,Germany,oil,4187.68,931.37
1994,3,Brazil,hydro,4367.45,1829.44
2000,10,Japan,solar,2805.67,256.83
2023,7,Germany,hydro,3815.17,999.53
2013,12,Brazil,wind,4349.12,393.59
2004,7,Germany,coal,1378.07,134.49
1997,7,China,wind,176.8,1678.62
1994,4,Brazil,gas,1829.95,1918.04
2015,6,Japan,gas,1308.07,937.51
2007,3,Brazil,oil,4339.75,608.82
1995,4,France,gas,928.77,194.39
2002,3,France,oil,1944.48,421.59
2017,3,Germany,nuclear,4407.74,228.45
1994,1,Japan,nuclear,4550.68,647.6
2002,5,UK,nuclear,514.36,1110.81
2006,12,France,oil,4331.17,1216.95
2021,3,UK,wind,731.0,1480.14
2018,12,USA,solar,2921.68,654.57
1992,1,India,solar,4483.04,1362.27
2023,9,France,oil,943.41,168.32
2016,11,UK,nuclear,3029.58,292.34
2002,12,Japan,nuclear,4158.42,563.52
2022,4,France,wind,3853.15,200.96
1995,12,Brazil,gas,1145.05,1023.25
2013,9,India,gas,4096.65,1011.02
2008,2,Germany,oil,2810.69,155.23
2005,2,India,coal,85.46,369.89
2017,4,Germany,solar,2043.85,1764.65
2022,4,Brazil,coal,423.91,1893.61
2002,5,China,gas,2872.09,920.05
2014,11,Japan,wind,4069.55,590.98
2016,1,USA,hydro,831.26,1002.33
1996,5,France,coal,419.25,462.27
1994,12,India,oil,3625.5,505.74
2020,10,India,wind,2421.24,292.21
2012,2,Japan,hydro,3899.44,1784.58
1999,5,France,oil,1615.17,1102.45
2021,10,India,gas,4889.36,920.23
2019,10,USA,solar,800.02,406.94
2020,6,China,oil,2722.51,1992.69
2007,3,USA,coal,219.31,504.74
1991,4,France,nuclear,1192.59,992.65
2003,5,UK,oil,3820.43,1171.81
2002,6,France,coal,4522.75,1582.01
2018,9,France,nuclear,4383.28,798.91
2001,9,USA,oil,2556.63,449.43
1991,6,UK,hydro,2205.65,305.1
2021,12,Brazil,oil,1132.86,1554.2
2002,1,India,oil,2899.83,88.95
2016,6,Brazil,oil,3624.61,1467.45
2006,10,China,hydro,4900.7,840.21
2020,3,Germany,oil,4135.47,92.56
2023,5,China,wind,4543.25,420.59
2013,5,Brazil,hydro,4014.89,1231.86
2024,10,Brazil,oil,1527.96,1963.42
1995,4,Brazil,wind,2464.75,1439.42
2008,3,UK,nuclear,1266.95,372.5
2019,1,China,nuclear,3058.96,774.25
1996,7,Brazil,hydro,1936.74,1379.86
1999,8,Brazil,nuclear,1365.33,1831.5
2021,5,Japan,oil,2318.08,355.91
2023,8,Brazil,coal,3340.03,482.72
2017,4,India,coal,2900.59,919.48
2004,8,USA,oil,2109.86,582.63
2019,3,UK,nuclear,2961.21,456.48
2018,8,UK,gas,545.99,1722.69
2011,6,Brazil,coal,4673.17,1967.33
1993,9,UK,nuclear,1010.62,1546.9
2009,5,India,solar,4865.29,226.24
2021,1,France,solar,2414.99,1863.69
1993,8,China,hydro,2386.87,170.53
2016,11,Brazil,nuclear,4813.39,1527.84
2006,3,UK,coal,2271.0,1616.13
2001,11,France,wind,200.2,1194.72
2011,5,France,gas,1461.26,371.35
2006,2,Germany,gas,2875.79,976.25
1999,7,UK,coal,1895.49,1480.57
1990,5,China,oil,1571.4,684.58
2011,12,China,coal,526.29,1479.45
2015,7,Brazil,hydro,4298.32,508.66
2007,12,France,nuclear,2882.75,972.46
2003,7,France,coal,4702.97,364.49
2018,5,Brazil,hydro,2889.95,798.89
2001,5,Brazil,wind,2879.06,1845.89
2024,9,Germany,oil,1480.27,205.52
2001,3,USA,gas,2457.72,431.16
1996,8,UK,oil,263.14,1108.84
2018,1,China,wind,1700.61,267.59
2000,4,Germany,coal,1325.58,315.85
2022,12,Germany,gas,2309.6,94.22
1995,2,India,nuclear,1768.63,1185.39
2004,3,China,coal,4453.72,1678.59
2021,11,Japan,solar,201.39,1935.9
2000,6,Brazil,wind,1153.73,1798.26
2012,4,China,gas,377.73,1100.07
2015,1,China,coal,2976.16,1633.59
2023,5,India,nuclear,4270.02,88.48
2023,3,Japan,coal,2866.33,1323.2
2018,12,Germany,hydro,323.95,52.18
1993,2,France,oil,808.18,999.52
2006,4,Germany,coal,1037.31,675.69
2024,4,France,solar,1893.77,1169.45
2002,3,USA,wind,3538.28,1533.95
2004,5,Germany,wind,4442.07,1309.68
2018,5,Japan,solar,4803.02,369.76
2018,8,China,solar,615.82,1527.45
2000,10,India,hydro,2053.37,1486.14
2021,7,Japan,hydro,694.99,586.67
1991,11,Japan,solar,2183.01,1734.72
2003,9,Japan,coal,562.2,1566.48
2009,7,USA,solar,4035.84,1052.67
2011,2,Germany,gas,3977.36,390.79
2000,3,France,wind,4780.9,1687.69
2016,6,India,gas,216.43,1991.17
1992,1,Brazil,oil,918.39,677.7
2006,8,UK,gas,4488.22,1640.58
2017,7,Germany,nuclear,3085.46,1147.44
2018,6,India,coal,2229.09,465.01
2010,5,China,wind,3397.08,239.01
2005,10,Japan,gas,1230.63,766.6
2009,5,Japan,nuclear,3625.29,1064.09
1995,8,UK,solar,2451.05,455.07
2008,8,USA,nuclear,3272.06,543.81
1994,3,USA,hydro,1510.03,1489.75
1992,9,China,gas,2658.25,1909.78
1990,3,India,oil,476.52,1556.67
2004,10,UK,nuclear,927.75,1738.24
2023,8,Germany,solar,14.58,818.63
2024,7,China,gas,1506.74,1428.39
2014,9,Japan,coal,56.13,563.93
2013,11,Japan,oil,2489.53,1087.96
2001,9,China,gas,175.73,1443.01
2007,11,France,coal,957.09,1926.94
